seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr17	71189439	71189648	210	*	X29501	9382	71189173	71204645	15473	+	0	inside	265	COG1
chr17	71227791	71227925	135	*	X29504	55028	71228372	71245095	16724	+	446	upstream	446	C17orf80
chr17	71228844	71229047	204	*	X29505	84923	71203492	71228533	25042	-	310	upstream	310	FAM104A
chr17	71309909	71310028	120	*	X29522	23580	71279763	71308143	28381	-	1765	upstream	1765	CDC42EP4
chr17	71640557	71640646	90	*	X29576	54549	71330523	71640227	309705	-	329	upstream	329	SDK2
chr17	71781377	71781481	105	*	X29584	400620	71782961	71796934	13974	+	1479	upstream	1479	LINC02092
chr17	71782170	71782304	135	*	X29585	400620	71782961	71796934	13974	+	656	upstream	656	LINC02092
chr17	72199100	72199204	105	*	X29625	6169	72199795	72206019	6225	+	590	upstream	590	RPL38
chr17	72199520	72199606	87	*	X29626	6169	72199795	72206019	6225	+	188	upstream	188	RPL38
chr17	72199955	72200074	120	*	X29627	6169	72199795	72206019	6225	+	0	inside	159	RPL38
chr17	72207858	72208052	195	*	X29631	94015	72209696	72258157	48462	+	1643	upstream	1643	TTYH2
chr17	72210528	72210692	165	*	X29632	85001	72206135	72209460	3326	-	1067	upstream	1067	MGC16275
chr17	72268614	72268628	15	*	X29641	64446	72270386	72311023	40638	+	1757	upstream	1757	DNAI2
chr17	72268990	72269108	119	*	X29642	64446	72270386	72311023	40638	+	1277	upstream	1277	DNAI2
chr17	72357984	72358103	120	*	X29666	388419	72352555	72357958	5404	-	25	upstream	25	BTBD17
chr17	72426873	72427067	195	*	X29678	55890	72427667	72446720	19054	+	599	upstream	599	GPRC5C
chr17	72427439	72427558	120	*	X29679	55890	72427667	72446720	19054	+	108	upstream	108	GPRC5C
chr17	72427859	72427963	105	*	X29680	55890	72427667	72446720	19054	+	0	inside	191	GPRC5C
chr17	72743477	72743566	90	*	X29705	9368	72744751	72765499	20749	+	1184	upstream	1184	SLC9A3R1
chr17	72743477	72743566	90	*	X29705	100500847	72744752	72744838	87	+	1185	upstream	1185	MIR3615
chr17	72772183	72772302	120	*	X29710	54868	72772622	72835922	63301	+	319	upstream	319	TMEM104
chr17	72772183	72772302	120	*	X29710	26151	72766686	72772470	5785	-	0	inside	167	NAT9
chr17	72772954	72772982	29	*	X29711	26151	72766686	72772470	5785	-	483	upstream	483	NAT9
chr17	72858813	72858917	105	*	X29720	2905	72838168	72856966	18799	-	1846	upstream	1846	GRIN2C
chr17	72868797	72868889	93	*	X29722	2232	72858619	72869156	10538	-	0	inside	266	FDXR
chr17	72869055	72869067	13	*	X29723	2232	72858619	72869156	10538	-	0	inside	88	FDXR
chr17	72968464	72968669	206	*	X29732	283987	72946839	72968900	22062	-	0	inside	230	HID1
chr17	72968700	72968775	76	*	X29733	283987	72946839	72968900	22062	-	0	inside	124	HID1
chr17	72969892	72969996	105	*	X29734	283987	72946839	72968900	22062	-	991	upstream	991	HID1
chr17	72983550	72983594	45	*	X29736	30850	72983727	73001892	18166	+	132	upstream	132	CDR2L
chr17	73008408	73008527	120	*	X29739	3396	73008780	73017356	8577	+	252	upstream	252	MRPL58
chr17	73028917	73028942	26	*	X29741	23510	73028695	73061981	33287	+	0	inside	221	KCTD2
chr17	73104298	73104402	105	*	X29747	79637	73106082	73126360	20279	+	1679	upstream	1679	ARMC7
chr17	73178996	73179125	130	*	X29752	6613	73163825	73179098	15274	-	0	overlapStart	0	SUMO2
chr17	73180181	73180315	135	*	X29753	6613	73163825	73179098	15274	-	1082	upstream	1082	SUMO2
chr17	73400604	73400723	120	*	X29768	100500841	73402150	73402243	94	+	1426	upstream	1426	MIR3678
chr17	73452852	73453013	162	*	X29769	9772	73452664	73496533	43870	+	0	inside	187	TMEM94
chr17	73513009	73513098	90	*	X29774	57513	73496341	73511664	15324	-	1344	upstream	1344	CASKIN2
chr17	73513107	73513136	30	*	X29775	57513	73496341	73511664	15324	-	1442	upstream	1442	CASKIN2
chr17	73513519	73513545	27	*	X29776	57513	73496341	73511664	15324	-	1854	upstream	1854	CASKIN2
chr17	73520772	73520891	120	*	X29777	3993	73521783	73571290	49508	+	891	upstream	891	LLGL2
chr17	73521087	73521296	210	*	X29778	3993	73521783	73571290	49508	+	486	upstream	486	LLGL2
chr17	73522038	73522098	61	*	X29779	3993	73521783	73571290	49508	+	0	inside	254	LLGL2
chr17	73662946	73663065	120	*	X29789	29115	73663399	73704139	40741	+	333	upstream	333	SAP30BP
chr17	73662946	73663065	120	*	X29789	9400	73622925	73663269	40345	-	0	inside	203	RECQL5
chr17	73761241	73761375	135	*	X29796	2584	73754018	73761280	7263	-	0	overlapStart	0	GALK1
chr17	73780996	73781100	105	*	X29799	85451	73780920	73821886	40967	+	0	inside	75	UNK
chr17	73780996	73781100	105	*	X29799	100616282	73780602	73780688	87	-	307	upstream	307	MIR4738
chr17	73874642	73874659	18	*	X29817	91107	73870245	73874656	4412	-	0	overlapStart	0	TRIM47
chr17	73874756	73874776	21	*	X29818	91107	73870245	73874656	4412	-	99	upstream	99	TRIM47
chr17	73893144	73893301	158	*	X29821	201292	73885041	73893084	8044	-	59	upstream	59	TRIM65
chr17	73937650	73937769	120	*	X29828	85302	73894724	73937119	42396	-	530	upstream	530	FBF1
chr17	73975204	73975308	105	*	X29829	51	73937589	73975515	37927	-	0	inside	206	ACOX1
chr17	73975752	73975886	135	*	X29830	51	73937589	73975515	37927	-	236	upstream	236	ACOX1
chr17	74070826	74070852	27	*	X29834	8811	74070892	74073573	2682	+	39	upstream	39	GALR2
chr17	74074048	74074137	90	*	X29835	353174	74075263	74078885	3623	+	1125	upstream	1125	ZACN
chr17	74100389	74100508	120	*	X29837	23265	74077086	74099868	22783	-	520	upstream	520	EXOC7
chr17	74134673	74134777	105	*	X29843	100507218	74136637	74150729	14093	+	1859	upstream	1859	RNF157-AS1
chr17	74135386	74135467	82	*	X29844	100507218	74136637	74150729	14093	+	1169	upstream	1169	RNF157-AS1
chr17	74137448	74137552	105	*	X29845	2302	74132415	74137380	4966	-	67	upstream	67	FOXJ1
chr17	74236085	74236162	78	*	X29849	114804	74138534	74236390	97857	-	0	inside	227	RNF157
chr17	74236894	74236906	13	*	X29850	114804	74138534	74236390	97857	-	503	upstream	503	RNF157
chr17	74372068	74372172	105	*	X29861	8877	74372742	74383941	11200	+	569	upstream	569	SPHK1
chr17	74498687	74498710	24	*	X29883	79651	74466975	74497509	30535	-	1177	upstream	1177	RHBDF2
chr17	74523667	74523795	129	*	X29885	768206	74523668	74541458	17791	+	0	overlapStart	0	PRCD
chr17	74535187	74535306	120	*	X29892	114757	74523430	74533987	10558	-	1199	upstream	1199	CYGB
chr17	74582450	74582629	180	*	X29900	10610	74561461	74582145	20685	-	304	upstream	304	ST6GALNAC2
chr17	74582812	74582839	28	*	X29901	10610	74561461	74582145	20685	-	666	upstream	666	ST6GALNAC2
chr17	74722568	74722671	104	*	X29917	124512	74722912	74729962	7051	+	240	upstream	240	METTL23
chr17	74722568	74722671	104	*	X29917	23210	74708914	74722881	13968	-	0	inside	209	JMJD6
chr17	74722909	74722912	4	*	X29918	124512	74722912	74729962	7051	+	0	overlapStart	0	METTL23
chr17	74722909	74722912	4	*	X29918	23210	74708914	74722881	13968	-	27	upstream	27	JMJD6
chr17	74723048	74723152	105	*	X29919	124512	74722912	74729962	7051	+	0	inside	135	METTL23
chr17	74723048	74723152	105	*	X29919	23210	74708914	74722881	13968	-	166	upstream	166	JMJD6
chr17	75275890	75275994	105	*	X29946	10801	75277492	75496678	219187	+	1497	upstream	1497	SEPTIN9
chr17	75276895	75276945	51	*	X29947	10801	75277492	75496678	219187	+	546	upstream	546	SEPTIN9
chr17	75542899	75542959	61	*	X30001	100507351	75543023	75561103	18081	+	63	upstream	63	LOC100507351
chr17	76126358	76126492	135	*	X30025	147138	76126859	76139049	12191	+	366	upstream	366	TMC8
chr17	76183503	76183622	120	*	X30033	125061	76183398	76203782	20385	+	0	inside	104	AFMID
chr17	76183503	76183622	120	*	X30033	7083	76170160	76183285	13126	-	217	upstream	217	TK1
chr17	76209526	76209696	171	*	X30036	332	76210277	76221716	11440	+	580	upstream	580	BIRC5
chr17	76356464	76356496	33	*	X30064	9021	76352859	76356158	3300	-	305	upstream	305	SOCS3
chr17	76357290	76357424	135	*	X30065	9021	76352859	76356158	3300	-	1131	upstream	1131	SOCS3
chr17	76836662	76836826	165	*	X30085	57602	76791735	76836969	45235	-	0	inside	142	USP36
chr17	76837443	76837547	105	*	X30086	57602	76791735	76836969	45235	-	473	upstream	473	USP36
chr17	77751319	77751438	120	*	X30211	84733	77751977	77761449	9473	+	538	upstream	538	CBX2
chr17	77770642	77770776	135	*	X30221	57332	77768176	77770915	2740	-	0	inside	138	CBX8
chr17	77770834	77770873	40	*	X30222	57332	77768176	77770915	2740	-	0	inside	41	CBX8
chr17	77772229	77772244	16	*	X30223	57332	77768176	77770915	2740	-	1313	upstream	1313	CBX8
chr17	77812872	77812934	63	*	X30244	8535	77806955	77813213	6259	-	0	inside	278	CBX4
chr17	77814155	77814259	105	*	X30245	8535	77806955	77813213	6259	-	941	upstream	941	CBX4
chr17	77814455	77814514	60	*	X30246	8535	77806955	77813213	6259	-	1241	upstream	1241	CBX4
chr17	77814650	77814844	195	*	X30247	8535	77806955	77813213	6259	-	1436	upstream	1436	CBX4
chr17	77815010	77815204	195	*	X30248	8535	77806955	77813213	6259	-	1796	upstream	1796	CBX4
chr17	78009407	78009433	27	*	X30276	55036	78010431	78074412	63982	+	997	upstream	997	CCDC40
chr17	78009407	78009433	27	*	X30276	125058	77906142	78009657	103516	-	0	inside	223	TBC1D16
chr17	78010487	78010696	210	*	X30277	55036	78010431	78074412	63982	+	0	inside	55	CCDC40
chr17	78010487	78010696	210	*	X30277	125058	77906142	78009657	103516	-	829	upstream	829	TBC1D16
chr17	78073965	78074114	150	*	X30281	2548	78075355	78093679	18325	+	1240	upstream	1240	GAA
chr17	78121709	78121813	105	*	X30294	9775	78109013	78120982	11970	-	726	upstream	726	EIF4A3
chr17	78193528	78193647	120	*	X30303	284129	78194200	78227308	33109	+	552	upstream	552	SLC26A11
chr17	78193918	78194067	150	*	X30304	284129	78194200	78227308	33109	+	132	upstream	132	SLC26A11
chr17	78193918	78194067	150	*	X30304	6448	78183079	78194199	11121	-	0	inside	131	SGSH
chr17	78195133	78195237	105	*	X30305	6448	78183079	78194199	11121	-	933	upstream	933	SGSH
chr17	78234913	78235017	105	*	X30309	57674	78234660	78372581	137922	+	0	inside	252	RNF213
chr17	78390428	78390496	69	*	X30320	100294362	78325631	78388968	63338	-	1459	upstream	1459	RNF213-AS1
chr17	78965808	78965897	90	*	X30383	79643	78965641	78973933	8293	+	0	inside	166	CHMP6
chr17	79007415	79007504	90	*	X30390	10458	79008947	79091232	82286	+	1442	upstream	1442	BAIAP2
chr17	79007756	79007890	135	*	X30391	10458	79008947	79091232	82286	+	1056	upstream	1056	BAIAP2
chr17	79007921	79008069	149	*	X30392	10458	79008947	79091232	82286	+	877	upstream	877	BAIAP2
chr17	79009841	79009915	75	*	X30393	440465	79002933	79008519	5587	-	1321	upstream	1321	BAIAP2-DT
chr17	79137689	79137778	90	*	X30427	388428	79139307	79156964	17658	+	1528	upstream	1528	PVALEF
chr17	79197222	79197252	31	*	X30436	22994	79163393	79196751	33359	-	470	upstream	470	CEP131
chr17	79214560	79214579	20	*	X30437	146705	79202077	79212891	10815	-	1668	upstream	1668	TEPSIN
chr17	79284626	79284738	113	*	X30454	284185	79276624	79283048	6425	-	1577	upstream	1577	LINC00482
chr17	79372699	79372787	89	*	X30478	57597	79373540	79433358	59819	+	752	upstream	752	BAHCC1
chr17	79376274	79376393	120	*	X30479	100616294	79374516	79374578	63	-	1695	upstream	1695	MIR4740
chr17	79480324	79480563	240	*	X30523	71	79476997	79479892	2896	-	431	upstream	431	ACTG1
chr17	79495068	79495187	120	*	X30531	25794	79495417	79504156	8740	+	229	upstream	229	FSCN2
chr17	79519079	79519135	57	*	X30536	80233	79506911	79519429	12519	-	0	inside	293	FAAP100
chr17	79603696	79603845	150	*	X30542	83882	79604197	79615779	11583	+	351	upstream	351	TSPAN10
chr17	79603696	79603845	150	*	X30542	55666	79523913	79604138	80226	-	0	inside	292	NPLOC4
chr17	79623840	79623989	150	*	X30548	5148	79617489	79623607	6119	-	232	upstream	232	PDE6G
chr17	79635068	79635187	120	*	X30549	339229	79632066	79633618	1553	-	1449	upstream	1449	OXLD1
chr17	79790812	79790883	72	*	X30563	348262	79780293	79791167	10875	-	0	inside	283	MCRIP1
chr17	79792957	79793061	105	*	X30564	348262	79780293	79791167	10875	-	1789	upstream	1789	MCRIP1
chr17	79792957	79793061	105	*	X30564	116729	79791368	79792926	1559	-	30	upstream	30	PPP1R27
chr17	79819184	79819318	135	*	X30567	5034	79801034	79818544	17511	-	639	upstream	639	P4HB
chr17	79875906	79875975	70	*	X30582	51547	79869815	79876058	6244	-	0	inside	82	SIRT7
chr17	79883894	79883998	105	*	X30585	92659	79885705	79888629	2925	+	1706	upstream	1706	MAFG-DT
chr17	79884587	79884766	180	*	X30586	92659	79885705	79888629	2925	+	938	upstream	938	MAFG-DT
chr17	79886882	79886986	105	*	X30587	4097	79876145	79885587	9443	-	1294	upstream	1294	MAFG
chr17	79979682	79979786	105	*	X30610	201255	79981280	79989027	7748	+	1493	upstream	1493	LRRC45
chr17	80057096	80057215	120	*	X30615	2194	80036214	80056106	19893	-	989	upstream	989	FASN
chr17	80171647	80171769	123	*	X30624	284001	80059346	80170689	111344	-	957	upstream	957	CCDC57
chr17	80317379	80317597	219	*	X30647	400629	80317123	80321652	4530	+	0	inside	255	TEX19
chr17	80330264	80330383	120	*	X30650	2837	80332201	80333370	1170	+	1817	upstream	1817	UTS2R
chr17	80375984	80376065	82	*	X30660	284004	80376252	80400516	24265	+	186	upstream	186	HEXD
chr17	80408804	80408823	20	*	X30664	79415	80400463	80408707	8245	-	96	upstream	96	CYBC1
chr17	80414466	80414483	18	*	X30665	26502	80416060	80446143	30084	+	1576	upstream	1576	NARF
chr17	80606903	80607246	344	*	X30680	56270	80572438	80606411	33974	-	491	upstream	491	WDR45B
chr17	80674274	80674328	55	*	X30681	79672	80674582	80685893	11312	+	253	upstream	253	FN3KRP
chr17	80693730	80693849	120	*	X30682	64122	80693452	80709073	15622	+	0	inside	277	FN3K
chr17	80708569	80708676	108	*	X30683	6904	80709940	80901062	191123	+	1263	upstream	1263	TBCD
chr18	596718	596734	17	*	X30718	27098	596998	650293	53296	+	263	upstream	263	CLUL1
chr18	658595	658638	44	*	X30722	494514	649620	658340	8721	-	254	upstream	254	TYMSOS
chr18	904601	904675	75	*	X30726	116	904944	912173	7230	+	268	upstream	268	ADCYAP1
chr18	2570885	2571019	135	*	X30733	10403	2571510	2616634	45125	+	490	upstream	490	NDC80
chr18	2656274	2656393	120	*	X30734	645158	2652169	2655394	3226	-	879	upstream	879	CBX3P2
chr18	3012474	3012623	150	*	X30744	9663	2916992	3011945	94954	-	528	upstream	528	LPIN2
chr18	3245858	3245962	105	*	X30747	10627	3247528	3256234	8707	+	1565	upstream	1565	MYL12A
chr18	3593043	3593147	105	*	X30759	649446	3594112	3597377	3266	+	964	upstream	964	DLGAP1-AS1
chr18	3594254	3594297	44	*	X30760	649446	3594112	3597377	3266	+	0	inside	141	DLGAP1-AS1
chr18	5892177	5892281	105	*	X30781	645369	5890184	5892103	1920	-	73	upstream	73	TMEM200C
chr18	7118328	7118366	39	*	X30787	284217	6941743	7117813	176071	-	514	upstream	514	LAMA1
chr18	8609224	8609254	31	*	X30797	201475	8609443	8639380	29938	+	188	upstream	188	RAB12
chr18	9475026	9475070	45	*	X30822	10928	9475007	9538106	63100	+	0	inside	18	RALBP1
chr18	9706500	9706553	54	*	X30826	11031	9708228	9862553	154326	+	1674	upstream	1674	RAB31
chr18	11979510	11979569	60	*	X30888	3613	11981427	12030885	49459	+	1857	upstream	1857	IMPA2
chr18	11981491	11981504	14	*	X30889	3613	11981427	12030885	49459	+	0	inside	63	IMPA2
chr18	11981620	11981694	75	*	X30890	3613	11981427	12030885	49459	+	0	inside	192	IMPA2
chr18	12307780	12307884	105	*	X30904	84617	12308240	12329824	21585	+	355	upstream	355	TUBB6
chr18	12377669	12377821	153	*	X30907	10939	12328943	12377275	48333	-	393	upstream	393	AFG3L2
chr18	12656853	12656882	30	*	X30913	56984	12658738	12725739	67002	+	1855	upstream	1855	PSMG2
chr18	12657018	12657272	255	*	X30914	56984	12658738	12725739	67002	+	1465	upstream	1465	PSMG2
chr18	12883972	12884061	90	*	X30920	5771	12785477	12884334	98858	-	0	inside	272	PTPN2
chr18	12884441	12884481	41	*	X30921	5771	12785477	12884334	98858	-	106	upstream	106	PTPN2
chr18	12947561	12947575	15	*	X30923	81929	12947983	12987536	39554	+	407	upstream	407	SEH1L
chr18	12947982	12948062	81	*	X30924	81929	12947983	12987536	39554	+	0	overlapStart	0	SEH1L
chr18	12948273	12948422	150	*	X30925	81929	12947983	12987536	39554	+	0	inside	289	SEH1L
chr18	12991531	12991620	90	*	X30927	55125	12991361	13125051	133691	+	0	inside	169	CEP192
chr18	13726902	13727126	225	*	X30933	8731	13726704	13764554	37851	+	0	inside	197	RNMT
chr18	13726902	13727126	225	*	X30933	125228	13663346	13726591	63246	-	310	upstream	310	FAM210A
chr18	13727142	13727261	120	*	X30934	125228	13663346	13726591	63246	-	550	upstream	550	FAM210A
chr18	14132183	14132257	75	*	X30935	162655	14075989	14132489	56501	-	0	inside	231	ZNF519
chr18	18691626	18691740	115	*	X30936	6093	18529703	18691812	162110	-	0	inside	71	ROCK1
chr18	18821480	18821644	165	*	X30938	80000	18822203	19102791	280589	+	558	upstream	558	GREB1L
chr18	19181162	19181266	105	*	X30945	114799	19109262	19180693	71432	-	468	upstream	468	ESCO1
chr18	19284458	19284577	120	*	X30949	57534	19284918	19450912	165995	+	340	upstream	340	MIB1
chr18	19284458	19284577	120	*	X30949	171586	19230858	19284766	53909	-	0	inside	188	ABHD3
chr18	19748545	19748619	75	*	X30955	2627	19749404	19782491	33088	+	784	upstream	784	GATA6
chr18	19749295	19749357	63	*	X30956	2627	19749404	19782491	33088	+	46	upstream	46	GATA6
chr18	19749295	19749357	63	*	X30956	100128893	19746859	19748929	2071	-	365	upstream	365	GATA6-AS1
chr18	19750162	19750167	6	*	X30957	100128893	19746859	19748929	2071	-	1232	upstream	1232	GATA6-AS1
chr18	20714310	20714429	120	*	X30962	91768	20714528	20840434	125907	+	98	upstream	98	CABLES1
chr18	21031958	21031994	37	*	X30971	8780	21032787	21063099	30313	+	792	upstream	792	RIOK3
chr18	21032715	21032804	90	*	X30972	8780	21032787	21063099	30313	+	0	overlapStart	0	RIOK3
chr18	21166914	21166941	28	*	X30975	4864	21108363	21166581	58219	-	332	upstream	332	NPC1
chr18	21719171	21719305	135	*	X30983	26256	21718955	21741564	22610	+	0	inside	215	CABYR
chr18	21977611	21977850	240	*	X30991	114876	21742011	21977833	235823	-	0	overlapStart	0	OSBPL1A
chr18	25758048	25758065	18	*	X31029	1000	25530930	25757445	226516	-	602	upstream	602	CDH2
chr18	25758442	25758486	45	*	X31030	1000	25530930	25757445	226516	-	996	upstream	996	CDH2
chr18	28622454	28622543	90	*	X31036	1825	28570052	28622781	52730	-	0	inside	237	DSC3
chr18	29078027	29078029	3	*	X31041	1829	29078027	29128814	50788	+	0	inside	0	DSG2
chr18	29078188	29078206	19	*	X31042	1829	29078027	29128814	50788	+	0	inside	160	DSG2
chr18	29264567	29264811	245	*	X31049	9331	29202209	29264686	62478	-	0	overlapStart	0	B4GALT6
chr18	29265401	29265625	225	*	X31050	9331	29202209	29264686	62478	-	714	upstream	714	B4GALT6
chr18	29523892	29524026	135	*	X31053	22878	29409136	29523099	113964	-	792	upstream	792	TRAPPC8
chr18	29598088	29598207	120	*	X31055	54941	29598445	29653154	54710	+	237	upstream	237	RNF125
chr18	30051060	30051140	81	*	X31062	64762	29843484	30050447	206964	-	612	upstream	612	GAREM1
chr18	30353086	30353220	135	*	X31067	57565	30252634	30352974	100341	-	111	upstream	111	KLHL14
chr18	31805209	31805278	70	*	X31073	8715	31431064	31803515	372452	-	1693	upstream	1693	NOL4
chr18	31805302	31805343	42	*	X31074	8715	31431064	31803515	372452	-	1786	upstream	1786	NOL4
chr18	32073516	32073569	54	*	X31075	1837	32073254	32471808	398555	+	0	inside	261	DTNA
chr18	32821044	32821178	135	*	X31082	84307	32820994	32847097	26104	+	0	inside	49	ZNF397
chr18	32924129	32924194	66	*	X31085	7572	32912178	32924426	12249	-	0	inside	231	ZNF24
chr18	32957053	32957072	20	*	X31086	252884	32946661	32957301	10641	-	0	inside	228	ZNF396
chr18	33647378	33647475	98	*	X31094	55197	33569787	33647373	77587	-	4	upstream	4	RPRD1A
chr18	33766085	33766139	55	*	X31095	55034	33767480	33848685	81206	+	1340	upstream	1340	MOCOS
chr18	33876819	33876923	105	*	X31097	80206	33877702	34360018	482317	+	778	upstream	778	FHOD3
chr18	33877254	33877373	120	*	X31098	80206	33877702	34360018	482317	+	328	upstream	328	FHOD3
chr18	35146450	35146554	105	*	X31135	56853	34823008	35146000	322993	-	449	upstream	449	CELF4
chr18	39535355	39535404	50	*	X31141	5289	39535199	39661446	126248	+	0	inside	155	PIK3C3
chr18	40857395	40857439	45	*	X31146	6860	40847857	40857615	9759	-	0	inside	175	SYT4
chr18	40857470	40857574	105	*	X31147	6860	40847857	40857615	9759	-	0	inside	40	SYT4
chr18	43547087	43547202	116	*	X31173	57724	43427574	43547305	119732	-	0	inside	102	EPG5
chr18	43684284	43684463	180	*	X31177	115106	43684298	43708299	24002	+	0	overlapStart	0	HAUS1
chr18	43684284	43684463	180	*	X31177	498	43664110	43684199	20090	-	84	upstream	84	ATP5F1A
chr18	44337627	44337738	112	*	X31202	29906	44259081	44337039	77959	-	587	upstream	587	ST8SIA5
